 1
                 16383            8657067007                 16383
           17188287487                 16383            8606741503
                 16383           68727888895                 16383
           68736276479                 16383           34368154623
                 16383           34376542207                 16383
        17592186073087         2199023263743         8796093050879
         4398046519295         4398046535679         8796093034495
         2199023280127        17592186056703                 32767
           17246984191                 32767           17213433855
                 32767            8657050623                 32767
            8623500287                 32767           34376525823
                 32767           68736260095                 32767
           34368138239                 32767           68727872511
                 32767            8606725119                 32767
           17188271103          549755838463         1099511640063
         1099511656447          549755822079            2147514367
            2147497983            2147515391            2147499007
            1073770495            1073754111             536899583
             536883199            1073766399            1073750015
             536895487             536879103             536901631
             536885247            1073773567            1073757183
               2113535                 48639             536903551
            8589949951            2147516351           34359750655
            1073774335           17179883519            2147516351
           68719484927           34363960831                 16383
           68723695103                 16383           17179899903
            1073757951            8589966335             536887167
            4362100223                 16383            4328549887
                 16383           34359767039            2147499967
           68719501311            2147499967                 32767
            4362083839              16793599                 30719
               8404991                 31743                 32767
            4328533503                 32767           34363944447
                 32767           68723678719               4210687
                 32255              33570815                 28671
              67125247                 24575          137438986207
           34359750655          137438986207            8589949951
          137438986207           17179883519          137438986207
           68719484927          137438986207            4294983167
          549755838463          274877922815          274877939199
          549755822079         1099511656447          274877922815
          274877939199         1099511640063           34359767039
          137438969823            4294999551          137438969823
           17179899903          137438969823            8589966335
          137438969823           68719501311          137438969823
                 49151                 48639         2199023287807
         2199023271423         4398046543359         4398046526975
            2147516351            2147499967            1073774335
            1073757951             536903551             536887167
               2113535            2147499519               4226559
            2147499967                 32767        10995116289535
                 32767        21990232567295                 32767
        19791209307647                 32767        13194139540991
                 32767         1374389546495                 32767
          824633728511                 32767         1649267445759
        21990232583679                 16383        10995116305919
                 16383         1374389562879                 16383
        13194139557375                 16383        19791209324031
                 16383          824633744895                 16383
         1649267462143                 16383          549755845631
         2199023271423          549755844607         4398046526975
         2199023287807          549755829247         4398046543359
          549755828223            2147516351               4210175
       140737488388031            4294983167            4294999551
       140737488371647             268451839                 16383
          274877939199        17592186059775        17592186076159
          274877922815         8796093052927          274877922815
          274877939199         8796093036543               2129407
            2147499519        17592186073087         1099511643135
         8796093050879         1099511642111         1099511659519
        17592186056703         1099511658495         8796093034495
                540671                 47103               1064959
                 48127               1064959                 73727
                540671                139263                540671
                 77823               1064959                143359
                 32767            9126820735                 32767
           36507234239                 32767           70866968511
                 32767           18253625087           70866984895
                 16383           36507250623                 16383
               2113535                 79871               2113535
                146431            9126837119                 16383
           18253641471                 16383         8796093050879
          549755829247          549755845631         8796093034495
          549755844607        17592186056703        17592186073087
          549755828223               1064959               1064447
                540671                540159         4398046542847
         1099511640063         2199023286271         1099511640063
         1099511656447         4398046526463         1099511656447
         2199023269887             335552511                 16383
            2147515903               2113023             302002175
                 16383             276839423                 16383
             285227007                 16383              33583103
             536887167              33583103            1073757951
              67133439             536887167              67133439
            1073757951              16807935             536887167
               8420351            1073757951             272645631
                 16383              16807935            2147499967
               8420351            2147499967                 32767
            4831853951                 32767            5368724735
            5368741119                 16383            4831870335
                 16383                 81919                 47103
                147455                 48127                147455
                 73727                 81919                139263
               2129407               2113023                 81919
                 77823                147455                143359
                 49151                 79871                 49151
                146431        17592186073087          274877922303
         8796093050879          274877921279          274877938687
        17592186056703          274877937663         8796093034495
             536903551              33566719            1073774335
              33566719            2147516351              16791551
             536903551              67117055            1073774335
              67117055             536903551              16791551
            2147516351               8403967            1073774335
               8403967        70368744210175            8589949951
        35184372121471           17179883519       140737488388031
            8589949951       140737488388031           17179883519
        70368744210175           34359750655        35184372121471
           34359750655        70368744210175           68719484927
        35184372121471           68719484927             134234111
               4210175           17179899903        35184372105087
            8589966335        70368744193791           17179899903
       140737488371647            8589966335       140737488371647
           34359767039        70368744193791           34359767039
        35184372105087           68719501311        70368744193791
           68719501311        35184372105087             134234111
              67117055                 32767           10737433535
                 32767           19327367103             134234111
              16791551                 32767           69256355711
                 32767           69793226495             134234111
              33566719                 32767           34896621439
                 32767           35433492223             134234111
               8403967           19327383487                 16383
           10737449919                 16383           69793242879
                 16383           69256372095                 16383
           35433508607                 16383           34896637823
                 16383                 32767            9663691519
                 32767           17716754303            9663707903
                 16383           17716770687                 16383
                540671            2147497983               1064959
            2147499007               1064959             536879103
                540671            1073750015               1064959
            1073754111                540671             536883199
               2113535             536885247               2113535
            1073757183                 32767            6442466751
            6442483135                 16383                 32767
         9345848847359                 32767        18141941868543
                 32767         4947802338815                 32767
         2748779084287        18141941884927                 16383
         9345848863743                 16383         4947802355199
                 16383         2748779100671                 16383
         4398046535679         2199023271423         2199023280127
         4398046526975         4398046543359         2199023263743
         2199023287807         4398046519295            1610633215
                 16383            4294999999            2147499519
               4227007          274877922815            2147515903
            4294983615         8796093054847         8796093038463
        17592186076927        17592186060543          274877939647
          274877923263         1099511659519        17592186060287
         1099511658495         8796093038079        17592186076671
         1099511643135         8796093054463         1099511642111
                 32767            1610616831                 32767
         6597069770751         6597069787135                 16383
          274877939199               4210623         4398046535679
          549755829247         2199023280127          549755828223
          549755845631         4398046519295          549755844607
         2199023263743          549755844607         1099511643135
         1099511658495          549755829247          549755845631
         1099511642111         1099511659519          549755828223
         4398046542847          549755822079         2199023286271
          549755822079          549755838463         4398046526463
          549755838463         2199023269887         8796093050879
         8796093038079        17592186073087        17592186060287
         8796093054463         8796093034495        17592186076671
        17592186056703         2199023280127          274877922303
          274877938687         2199023263743          274877937663
         4398046519295         4398046535679          274877921279
                 32767          146028903391                 32767
          171798704095                 32767          154618836959
                 32767          206158438367                 32767
          141733936607         2199023286271        17592186059775
         4398046542847         8796093036543         8796093052927
         4398046526463        17592186076159         2199023269887
         8796093054463         8796093038079        17592186076671
        17592186060287         8796093050879         2199023271423
        17592186073087         4398046526975         4398046543359
        17592186056703         2199023287807         8796093034495
                147455               1064447                 81919
                540159          171798720479                 16383
          206158454751                 16383          154618853343
                 16383          146028919775                 16383
          141733952991                 16383         1099511659519
         8796093030399         1099511658495        17592186052607
         8796093046783         1099511643135        17592186068991
         1099511642111               4226559             536887167
               4226559            1073757951         1099511659519
         2199023263743         1099511658495         4398046519295
         2199023280127         1099511643135         4398046535679
         1099511642111         1099511659519         4398046526975
         1099511658495         2199023271423         4398046543359
         1099511643135         2199023287807         1099511642111
             536903551               4210175            1073774335
               4210175                 32767        17867063962623
                 32767         9070970939391               2113535
          274877922815        70368744210175            4294983167
        35184372121471            4294983167         2199023286271
         4398046526463         4398046542847         2199023269887
        17867063979007                 16383         9070970955775
                 16383            4294999551        70368744193791
            4294999551        35184372105087          549755838463
        17592186059775        17592186076159          549755822079
         8796093052927          549755822079          549755838463
         8796093036543         8796093050879        17592186052607
        17592186073087         8796093030399        17592186068991
         8796093034495         8796093046783        17592186056703
             268451839              16791551         4398046542847
        17592186059775         2199023286271         8796093036543
        17592186076159         4398046526463         8796093052927
         2199023269887             268451839               8403967
             268451839              67117055             268451839
              33566719          549755844607          274877922303
          274877937663          549755829247          549755845631
          274877921279          274877938687          549755828223
             268451839               4210175         1099511659519
          274877922303          274877938687         1099511643135
         1099511658495          274877921279          274877937663
         1099511642111          549755845631        17592186052607
          549755844607         8796093030399        17592186068991
          549755829247         8796093046783          549755828223
         4398046535679        17592186052607         2199023280127
         8796093030399         8796093046783         2199023263743
        17592186068991         4398046519295            2684384767
                 16383            3221256703                 16383
        17592186076159        17592186059775         8796093052927
         8796093036543               1593343                 16383
          274877938687          274877922303          274877937663
          274877921279               2127871            2147497983
               2128895            2147499007               1077247
            1073754111                552959             536883199
               1073151            1073750015                548863
             536879103        17592186068991        17592186052607
         8796093046783         8796093030399               2129855
            4294983167            4294999551               2113471
                 32767         3298534890495                 32767
         5497558145023                 32767         9895604663807
                 32767        18691697687039                555007
             536885247               1080319            1073757183
         3298534906879                 16383         5497558161407
                 16383                 32767            2684368383
                 32767            3221240319        18691697703423
                 16383         9895604680191                 16383
                 32767         6597069779967                278527
              67117055                278527              16791551
                278527              33566719                278527
               8403967         6597069796351                 16383
                278527               4210175                 32767
        13194139546623                 32767        19791209313279
               8420351             536887167              16807935
            1073757951                 32767         4672924424191
                 32767         2473901169663        13194139563007
                 16383        19791209329663                 16383
         2473901186047                 16383         4672924440575
                 16383              33583103            2147499967
              67133439            2147499967            2147514367
               2111487            2147515391               2112511
                 32767         9895604657151                 32767
        18691697678335                 32767         3298534897151
                 32767         5497558153727            2147515391
            1073754111            2147514367             536883199
         9895604673535                 16383        18691697694719
                 16383            1073770495               1060863
             536899583                536575            1073766399
               1056767             536895487                532479
         5497558170111                 16383         3298534913535
                 16383             536899583            2147497983
            1073770495            2147499007          274880019967
                 16383             536901631            1073757183
             536895487            2147499007            1073766399
            2147497983            2147515391             536879103
            2147514367            1073750015            1073773567
             536885247        35184372121471            8589949951
        70368744210175           17179883519       140737488388031
           68719484927       140737488388031           34359750655
           17179899903        70368744193791            8589966335
        35184372105087           68719501311       140737488371647
           34359767039       140737488371647            1073774335
            2147499967             536903551            2147499967
            2147516351             536887167            2147516351
            1073757951            1073774335              16791551
            1073774335             536887167             536903551
            1073757951             536903551               8403967
            2147516351              33566719            2147516351
              67117055             536901631                538623
            1073773567               1063935               2127871
               2111487               2128895               2112511
            4294999999            4294983615                 49151
            2147499519          137438986207          137438969823
                548863                532479               1073151
               1056767               1077247               1060863
                552959                536575            8589967295
            2147499007           17179901887            2147497983
            2147515391            8589950911            2147514367
           17179885503                555007                538623
               1080319               1063935            8589967103
            1073757183            2151710143                 16383
           17179901823             536885247           34359771007
             536883199           34359770879            1073754111
           68719509375             536879103           68719509247
            1073750015            1073773567            8589950719
             536901631           17179885439             268468191
           34359750655             536895487           68719492991
            1073766399           68719492863             536899583
           34359754623            1073770495           34359754495
             268468191            8589949951             268468191
           68719484927             268468191           17179883519
             268468191            4294983167           34359767039
             268451807           68719501311             268451807
           17179899903             268451807            8589966335
             268451807            4294999551             268451807
               1081087           68719484927                556927
           68719484927               1081087           34359750655
                556927           34359750655                556927
           17179883519               1081087            8589949951
               2129855            8589949951               2129855
           17179883519           68719501311                540543
           68719501311               1064703           34359767039
                540543           34359767039               1064703
           17179899903                540543            8589966335
               1064703               1064959        17592186056703
                540671         8796093034495           17179899903
               2113471            8589966335               2113471
            2155903935                 16383            2164291519
                 16383            1082161919                 16383
             553678719                 16383            1140875007
                 16383             604004223                 16383
            1107324671                 16383             570453887
                 16383            1073773567            2147499519
             536901631            2147499519            2147515903
            1073757183            2147515903             536885247
                 32767            2151693759            2147516351
          137438969823            1074286591                 16383
             537939967                 16383            1073774335
          137438969823             536903551          137438969823
          137438986207            2147499967          137438986207
             536887167          137438986207            1073757951
                 32767             553662335                 32767
            2164275135                 32767            1082145535
                 32767            2155887551                 32767
            1140858623                 32767             603987839
            2147500031          274877922815                 32767
            1107308287                 32767             570437503
               2651647                 16383               3176959
                 16383            1077968127                 16383
             541097343                 16383                 32767
       140771848105919                 32767       140806207840191
                 32767        35192962038655                 32767
        70385924060927       140771848122303                 16383
       140806207856575                 16383        35192962055039
                 16383        70385924077311                 16383
        17592186076671         8796093030399         8796093054463
        17592186052607        17592186068991         8796093038079
         8796093046783        17592186060287                 32767
        35188667071871                 32767        70373039160575
            2214617023                 16383            2181066687
                 16383                 32767            1077951743
                 32767             541080959         8796093052927
        17592186059775        17592186076159         8796093036543
             545291135                 16383            1090549503
                 16383        70373039176959                 16383
        35188667088255                 16383            2147516351
       140737488371647            1073774335        70368744193791
             536903551        35184372105087       140737488388031
            2147499967        70368744210175            1073757951
        35184372121471             536887167                 32767
        70437463662335                 32767        35253091573631
                 32767        70403103928063                 32767
        35218731839359                 32767       140746078305215
                 32767       140754668238783                 32767
        70377334127359                 32767        35201551972223
         8796093046783          274877922303        17592186068991
          274877921279          274877938687         8796093030399
          274877937663        17592186052607        70437463678719
                 16383        35253091590015                 16383
        70403103944447                 16383        35218731855743
                 16383       140754668255167                 16383
       140746078321599                 16383        70368744210175
        70368744193791        35184372121471        35184372105087
       140737488388031       140737488371647        35201551988607
                 16383        70377334143743                 16383
                 32767            2214600639                 32767
            2181050303                 32767            1090533119
        17592187105279                 16383         8796093558783
                 16383                 32767             545274751
                 32767       140741783338431              33586943
        17592186056703              33587071         8796093034495
       140741783354815                 16383         1099511656447
        17592186059775         1099511656447         8796093036543
        17592186076159         1099511640063         8796093052927
         1099511640063                 32767               1576959
                147455            2147499007                 81919
            2147497983                147455             536879103
                 81919            1073750015                147455
            1073754111                 81919             536883199
                 49151            1073757183                 49151
             536885247               4226559               2113471
                 32767             537923583                 32767
            1074270207        17592186073087              33570559
         8796093050879              33570687            4294999551
             134234079         2199023284223          549755829247
          549755845631         2199023267839          549755844607
         4398046523391         4398046539775          549755828223
           34359767039             134234079           17179899903
             134234079            8589966335             134234079
           68719501311             134234079             134250463
            4294983167             134250463            8589949951
               2129855               4210175             134250463
           17179883519             134250463           34359750655
               1064959         2199023263743                540671
         4398046519295             134250463           68719484927
               1064959         1099511643135                540671
         1099511642111               2113535          549755822079
               2113535         1099511640063                540671
          549755829247               1064959          549755828223
               2113535         4398046526463               2113535
         2199023269887            2148038143                 16383
            2148563455                 16383            2149596671
                 16383            2147516351                 16383
        17592186068991         2199023271423         8796093046783
         4398046526975         2199023287807        17592186052607
         4398046543359         8796093030399            4294991871
           68719492607           68719508991            4294975487
            4294995967           34359754239           34359770623
            4294979583             536903551                 16383
            1073774335                 16383             538998271
                 16383            1075870207                 16383
         2199023284223         2199023271423         4398046539775
         4398046526975         4398046543359         4398046523391
         2199023287807         2199023267839               4227007
         4398046526463               4227007         2199023269887
            1073758207        17592186056703             536887295
         8796093034495       140737488388031          137438969823
        70368744210175          137438969823        35184372121471
          137438969823          137438986207       140737488371647
          137438986207        70368744193791          137438986207
        35184372105087              67133439                540543
              67133439               1064703              33583103
                540543              33583103               1064703
              16807935                540543               8420351
               1064703              16807935               2113471
               8420351               2113471          549755845631
         8796093038079          549755844607        17592186060287
         8796093054463          549755829247        17592186076671
          549755828223            1073774079             536879103
             536903167            1073750015            1073774079
            1073754111             536903167             536883199
             536895487            1073757695            1073766399
             536886783            1073770495            1073757695
             536899583             536886783               1081087
            4294983167                556927            4294983167
         2199023286271               4210623         4398046542847
               4210623            4294999551                540543
            4294999551               1064703               1064959
                146943                540671                 81407
              67141503         2199023263743              67141375
         4398046519295              16809919         1099511642111
               8421311         1099511643135              16809919
          549755829247               8421311          549755828223
              16809855          549755822079               8421119
          549755822079              16809855         1099511640063
               8421119         1099511640063              67141375
          549755829247              67141503          549755828223
              33586943         1099511643135              33587071
         1099511642111              16809855         2199023269887
               8421119         4398046526463                556927
              67117055               1081087              67117055
                556927              33566719               1081087
              33566719               2129855              16791551
               2129855               8403967         1099511659519
         4398046523391         1099511658495         2199023267839
         4398046539775         1099511643135         2199023284223
         1099511642111                556927              16791551
               1081087               8403967           17179901887
           17179885503            8589967295            8589950911
           34359770879           34359754495           34359771007
           34359754623           68719509247           68719492863
           68719509375           68719492991           17179901823
           17179885439            8589967103            8589950719
            8589959167           68719492095           17179893759
           68719491071           68719508479            8589942783
           68719507455           17179877375            8589963263
           34359753727           17179897855           34359752703
           34359770111            8589946879           34359769087
           17179881471            8589965311           17179884543
           17179900927            8589948927              16809855
          274877922815               8421119          274877922815
                147455                146943                 81919
                 81407         2199023280127              67125119
         4398046535679              67124991         1099511658495
              16793535         1099511659519               8404927
